Charge_Energy(Wh),Discharge_Energy(Wh),date
0,0,2022-01-01 00:00:00
"2,996124E-09",0,2022-01-01 00:15:00
"0,004171633909246",0,2022-01-01 00:30:00
"0,0080027128912",0,2022-01-01 00:45:00
"0,011609069017669",0,2022-01-01 01:00:00
"0,015043342499386",0,2022-01-01 01:15:00
"0,018337260263029",0,2022-01-01 01:30:00
"0,021513498115627",0,2022-01-01 01:45:00
"0,024588583872996",0,2022-01-01 02:00:00
"0,027574237335398",0,2022-01-01 02:15:00
"0,030478551384942",0,2022-01-01 02:30:00
"0,033309302707862",0,2022-01-01 02:45:00
"0,036071916362149",0,2022-01-01 03:00:00
"0,038771102783039",0,2022-01-01 03:15:00
"0,041409724255346",0,2022-01-01 03:30:00
"0,043991934784416",0,2022-01-01 03:45:00
"0,046520023298455",0,2022-01-01 04:00:00
"0,048997022639495",0,2022-01-01 04:15:00
"0,051425130187761",0,2022-01-01 04:30:00
"0,05380537263631",0,2022-01-01 04:45:00
"0,056139976939312",0,2022-01-01 05:00:00
"0,058430593214114",0,2022-01-01 05:15:00
"0,060678639983657",0,2022-01-01 05:30:00
"0,062881795664943",0,2022-01-01 05:45:00
"0,065048206961702",0,2022-01-01 06:00:00
"0,06717490420771",0,2022-01-01 06:15:00
"0,069261336834244",0,2022-01-01 06:30:00
"0,07131373559321",0,2022-01-01 06:45:00
"0,073330624130829",0,2022-01-01 07:00:00
"0,075312680328546",0,2022-01-01 07:15:00
"0,077261188937224",0,2022-01-01 07:30:00
"0,079177093483136",0,2022-01-01 07:45:00
"0,081060683669908",0,2022-01-01 08:00:00
"0,082912871772326",0,2022-01-01 08:15:00
"0,084734260054145",0,2022-01-01 08:30:00
"0,086525711542789",0,2022-01-01 08:45:00
"0,088287786867565",0,2022-01-01 09:00:00
"0,090021535755394",0,2022-01-01 09:15:00
"0,091727408463857",0,2022-01-01 09:30:00
"0,093405516172888",0,2022-01-01 09:45:00
"0,095057420521463",0,2022-01-01 10:00:00
"0,096680958607115",0,2022-01-01 10:15:00
"0,098283722830171",0,2022-01-01 10:30:00
"0,099858963673797",0,2022-01-01 10:45:00
"0,101410039038404",0,2022-01-01 11:00:00
"0,102937152795119",0,2022-01-01 11:15:00
"0,104441079860569",0,2022-01-01 11:30:00
"0,10592203806443",0,2022-01-01 11:45:00
"0,107378306074751",0,2022-01-01 12:00:00
"0,108815488360401",0,2022-01-01 12:15:00
"0,110230863050275",0,2022-01-01 12:30:00
"0,11162528095023",0,2022-01-01 12:45:00
"0,112999357425651",0,2022-01-01 13:00:00
"0,114350886759864",0,2022-01-01 13:15:00
"0,1156844942072",0,2022-01-01 13:30:00
"0,116998900870911",0,2022-01-01 13:45:00
"0,118294347837106",0,2022-01-01 14:00:00
"0,119571099468282",0,2022-01-01 14:15:00
"0,120829554671597",0,2022-01-01 14:30:00
"0,122070578482955",0,2022-01-01 14:45:00
"0,123294075975694",0,2022-01-01 15:00:00
"0,124500022674837",0,2022-01-01 15:15:00
"0,125688632122671",0,2022-01-01 15:30:00
"0,126861028790722",0,2022-01-01 15:45:00
"0,128017144262425",0,2022-01-01 16:00:00
"0,129157424405341",0,2022-01-01 16:15:00
"0,130281913082151",0,2022-01-01 16:30:00
"0,13139061831438",0,2022-01-01 16:45:00
"0,132484690099533",0,2022-01-01 17:00:00
"0,133563827729198",0,2022-01-01 17:15:00
"0,134628451011684",0,2022-01-01 17:30:00
"0,135677987852867",0,2022-01-01 17:45:00
"0,136714590673135",0,2022-01-01 18:00:00
"0,137737136172301",0,2022-01-01 18:15:00
"0,138746354298717",0,2022-01-01 18:30:00
"0,139742301446193",0,2022-01-01 18:45:00
"0,140725141375581",0,2022-01-01 19:00:00
"0,141695061659201",0,2022-01-01 19:15:00
"0,142652501526847",0,2022-01-01 19:30:00
"0,143597312414855",0,2022-01-01 19:45:00
"0,144528869333083",0,2022-01-01 20:00:00
"0,145449870404626",0,2022-01-01 20:15:00
"0,14635919716696",0,2022-01-01 20:30:00
"0,14725713104415",0,2022-01-01 20:45:00
"0,148143592797604",0,2022-01-01 21:00:00
"0,149018684128696",0,2022-01-01 21:15:00
"0,149882631789201",0,2022-01-01 21:30:00
"0,150735605408433",0,2022-01-01 21:45:00
"0,151577879891767",0,2022-01-01 22:00:00
"0,152408318727016",0,2022-01-01 22:15:00
"0,153229774191823",0,2022-01-01 22:30:00
"0,154041250042587",0,2022-01-01 22:45:00
"0,154842760940147",0,2022-01-01 23:00:00
